,0,1,2
yddK,1538640.0,1539971.0,-1.0
yddL,1540006.0,1540285.0,-1.0
yddG,1540544.0,1541426.0,-1.0
fdnG,1541657.0,1544705.0,1.0
fdnH,1544717.0,1545602.0,1.0
fdnI,1545594.0,1546248.0,1.0
yddM,1546654.0,1546939.0,-1.0
adhP,1547084.0,1548095.0,-1.0
maeA,1548228.0,1549926.0,-1.0
sra,1550082.0,1550220.0,-1.0
bdm,1550321.0,1550537.0,-1.0
osmC,1550881.0,1551313.0,1.0
ddpF,1551368.0,1552295.0,-1.0
ddpD,1552287.0,1553274.0,-1.0
ddpC,1553270.0,1554167.0,-1.0
ddpB,1554163.0,1555186.0,-1.0
ddpA,1555187.0,1556738.0,-1.0
ddpX,1556751.0,1557333.0,-1.0
dosP,1557590.0,1559990.0,-1.0
dosC,1560014.0,1561397.0,-1.0
yddW,1561760.0,1563080.0,-1.0
gadC,1563210.0,1564746.0,-1.0
gadB,1564901.0,1566302.0,-1.0
pqqL,1566663.0,1569459.0,-1.0
yddB,1569503.0,1571876.0,-1.0
yddA,1571913.0,1573599.0,-1.0
ydeM,1573889.0,1575047.0,-1.0
ydeN,1575098.0,1576781.0,-1.0
ydeO,1577182.0,1577944.0,-1.0
safA,1578018.0,1578216.0,-1.0
ydeP,1578463.0,1580743.0,-1.0
ydeQ,1581076.0,1581991.0,-1.0
ydeR,1582049.0,1582553.0,-1.0
ydeS,1582565.0,1583096.0,-1.0
ydeT,1583109.0,1584336.0,-1.0
yneL,1584590.0,1584793.0,-1.0
hipA,1585110.0,1586433.0,-1.0
hipB,1586432.0,1586699.0,-1.0
yneO,1586921.0,1592244.0,-1.0
lsrK,1592873.0,1594466.0,-1.0
lsrR,1594544.0,1595498.0,-1.0
lsrA,1595746.0,1597282.0,1.0
lsrC,1597275.0,1598304.0,1.0
lsrD,1598303.0,1599296.0,1.0
lsrB,1599307.0,1600330.0,1.0
lsrF,1600356.0,1601232.0,1.0
lsrG,1601255.0,1601546.0,1.0
tam,1601602.0,1602361.0,1.0
yneE,1602364.0,1603279.0,-1.0
uxaB,1603485.0,1604937.0,-1.0
yneF,1605163.0,1606111.0,-1.0
yneG,1606222.0,1606582.0,-1.0
glsB,1606581.0,1607508.0,-1.0
sad,1607571.0,1608960.0,-1.0
yneJ,1609060.0,1609942.0,1.0
yneK,1610019.0,1611135.0,1.0
ydeA,1611284.0,1612475.0,1.0
marC,1612499.0,1613165.0,-1.0
marR,1613376.0,1613811.0,1.0
marA,1613830.0,1614214.0,1.0
marB,1614245.0,1614464.0,1.0
eamA,1614494.0,1615394.0,-1.0
ydeE,1615588.0,1616776.0,1.0
yneM,1616902.0,1616998.0,1.0
dgcZ,1617216.0,1618107.0,-1.0
ydeI,1618361.0,1618754.0,-1.0
ydeJ,1619029.0,1619548.0,1.0
dcp,1619591.0,1621637.0,-1.0
ydfG,1621773.0,1622520.0,1.0
rspR,1622608.0,1623295.0,1.0
ydfZ,1623471.0,1623675.0,1.0
ydfI,1623709.0,1625170.0,-1.0
ydfJ,1625258.0,1647095.0,-1.0
ydfK,1627328.0,1627562.0,1.0
pinQ,1627878.0,1628469.0,1.0
tfaQ,1628566.0,1629142.0,-1.0
stfQ,1629141.0,1630104.0,-1.0
nohQ,1630096.0,1630624.0,-1.0
ynfO,1631012.0,1631246.0,1.0
ydfO,1631303.0,1631714.0,1.0
gnsB,1631865.0,1632039.0,-1.0
ynfN,1632210.0,1632366.0,-1.0
cspI,1632711.0,1632924.0,-1.0
rzpQ,1633286.0,1633784.0,-1.0
rzoQ,1633336.0,1633591.0,-1.0
rrrQ,1633780.0,1634314.0,-1.0
ydfR,1634310.0,1634622.0,-1.0
essQ,1634626.0,1634842.0,-1.0
cspB,1635595.0,1635811.0,-1.0
cspF,1636111.0,1636324.0,1.0
quuQ,1636745.0,1637498.0,-1.0
ydfU,1637511.0,1638561.0,-1.0
rem,1638907.0,1639159.0,-1.0
hokD,1639375.0,1639531.0,-1.0
relE,1639602.0,1639890.0,-1.0
relB,1639889.0,1640129.0,-1.0
ydfV,1640153.0,1640459.0,1.0
flxA,1640661.0,1640994.0,1.0
intK,1641430.0,1641613.0,-1.0
ydfX,1641614.0,1641893.0,-1.0
dicC,1641876.0,1642107.0,-1.0
dicA,1642190.0,1642598.0,1.0
ydfA,1642764.0,1642920.0,1.0
ydfB,1642921.0,1643050.0,1.0
ydfC,1643079.0,1643298.0,1.0
dicB,1643865.0,1644054.0,1.0
ydfD,1644050.0,1644242.0,1.0
ydfE,1644334.0,1645099.0,1.0
intQ,1645807.0,1646965.0,1.0
rspB,1647152.0,1648172.0,-1.0
rspA,1648183.0,1649398.0,-1.0
ynfA,1649603.0,1649930.0,-1.0
ynfB,1650064.0,1650406.0,1.0
speG,1650440.0,1651001.0,1.0
ynfC,1651003.0,1651714.0,-1.0
ynfD,1651821.0,1652127.0,1.0
ynfE,1652325.0,1654752.0,1.0
ynfF,1654812.0,1657236.0,1.0
ynfG,1657246.0,1657864.0,1.0
ynfH,1657865.0,1658720.0,1.0
dmsD,1658762.0,1659377.0,1.0
clcB,1659571.0,1660828.0,1.0
ynfK,1660780.0,1661476.0,-1.0
mlc,1661600.0,1662821.0,-1.0
ynfL,1662955.0,1663849.0,-1.0
ynfM,1663955.0,1665209.0,1.0
asr,1665632.0,1665941.0,1.0
ydgU,1666033.0,1666117.0,1.0
ydgD,1666216.0,1667038.0,1.0
mdtI,1667076.0,1667406.0,-1.0
mdtJ,1667392.0,1667758.0,-1.0
tqsA,1668169.0,1669204.0,1.0
pntB,1669228.0,1670617.0,-1.0
pntA,1670627.0,1672160.0,-1.0
ydgH,1672683.0,1673628.0,1.0
ydgI,1673813.0,1675196.0,1.0
folM,1675232.0,1675955.0,1.0
ydgC,1675951.0,1676287.0,-1.0
rstA,1676415.0,1677135.0,1.0
rstB,1677138.0,1678440.0,1.0
tus,1678515.0,1679445.0,1.0
fumC,1679441.0,1680845.0,-1.0
fumA,1680987.0,1682634.0,-1.0
manA,1682832.0,1684008.0,1.0
ydgA,1684108.0,1685617.0,1.0
uidC,1685842.0,1687108.0,-1.0
uidB,1687146.0,1688520.0,-1.0
uidA,1688516.0,1690328.0,-1.0
uidR,1690718.0,1691309.0,-1.0
hdhA,1691529.0,1692297.0,-1.0
malI,1692408.0,1693437.0,-1.0
malX,1693611.0,1695204.0,1.0
malY,1695213.0,1696386.0,1.0
add,1696489.0,1697491.0,1.0
ydgJ,1697524.0,1698565.0,-1.0
blr,1698807.0,1698933.0,1.0
cnu,1699205.0,1699421.0,1.0
ydgK,1699506.0,1699947.0,1.0
rsxA,1700023.0,1700605.0,1.0
rsxB,1700604.0,1701183.0,1.0
rsxC,1701175.0,1703398.0,1.0
rsxD,1703398.0,1704457.0,1.0
rsxG,1704460.0,1705081.0,1.0
rsxE,1705084.0,1705780.0,1.0
nth,1705779.0,1706415.0,1.0
dtpA,1707025.0,1708528.0,1.0
gstA,1708633.0,1709239.0,1.0
pdxY,1709282.0,1710146.0,-1.0
tyrS,1710204.0,1711479.0,-1.0
pdxH,1711607.0,1712264.0,-1.0
mliC,1712322.0,1712652.0,-1.0
anmK,1712749.0,1713859.0,-1.0
slyB,1714132.0,1714600.0,1.0
slyA,1714646.0,1715081.0,-1.0
ydhI,1715281.0,1715518.0,1.0
ydhJ,1715520.0,1716378.0,1.0
ydhK,1716377.0,1718390.0,1.0
sodC,1718390.0,1718912.0,-1.0
ydhF,1718992.0,1719889.0,-1.0
ydhL,1719937.0,1720177.0,-1.0
nemR,1720279.0,1720879.0,1.0
nemA,1720915.0,1722013.0,1.0
gloA,1722093.0,1722501.0,1.0
rnt,1722603.0,1723251.0,1.0
lhr,1723343.0,1727960.0,1.0
grxD,1728010.0,1728358.0,-1.0
mepH,1728691.0,1729507.0,1.0
sodB,1729634.0,1730216.0,1.0
ydhP,1730377.0,1731547.0,-1.0
ynhF,1731712.0,1731802.0,-1.0
purR,1732100.0,1733126.0,1.0
ydhB,1733122.0,1734055.0,-1.0
ydhC,1734167.0,1735379.0,1.0
cfa,1735669.0,1736818.0,1.0
ribC,1736857.0,1737499.0,-1.0
mdtK,1737713.0,1739087.0,1.0
ydhQ,1739127.0,1740384.0,-1.0
ydhR,1740956.0,1741262.0,1.0
ydhS,1741387.0,1742992.0,1.0
ydhT,1743003.0,1743816.0,-1.0
ydhU,1743819.0,1744605.0,-1.0
ydhX,1744601.0,1745270.0,-1.0
ydhW,1745333.0,1745981.0,-1.0
ydhV,1745984.0,1748087.0,-1.0
ydhY,1748107.0,1748734.0,-1.0
ydhZ,1749188.0,1749398.0,-1.0
pykF,1749954.0,1751367.0,1.0
lpp,1751677.0,1751914.0,1.0
ldtE,1751977.0,1752982.0,-1.0
sufE,1753130.0,1753547.0,-1.0
sufS,1753559.0,1754780.0,-1.0
sufD,1754776.0,1756048.0,-1.0
sufC,1756022.0,1756769.0,-1.0
sufB,1756778.0,1758266.0,-1.0
sufA,1758274.0,1758643.0,-1.0
ydiH,1759190.0,1759379.0,-1.0
menI,1759478.0,1759889.0,-1.0
ydiJ,1759885.0,1762942.0,-1.0
ydiK,1763330.0,1764443.0,1.0
ydiL,1764871.0,1765228.0,1.0
ydiM,1765327.0,1766542.0,1.0
ydiN,1766768.0,1768034.0,1.0
ydiB,1768045.0,1768912.0,1.0
aroD,1768942.0,1769701.0,1.0
ydiF,1769843.0,1771439.0,1.0
ydiO,1771452.0,1772604.0,1.0
ydiP,1772646.0,1773558.0,-1.0
ydiQ,1773873.0,1774638.0,1.0
ydiR,1774657.0,1775596.0,1.0
ydiS,1775651.0,1776941.0,1.0
ydiT,1776937.0,1777231.0,1.0
fadK,1777287.0,1778934.0,1.0
ppsA,1778990.0,1781369.0,-1.0
ppsR,1781701.0,1782535.0,1.0
aroH,1782691.0,1783738.0,1.0
ydiE,1783869.0,1784061.0,1.0
ydiU,1784064.0,1785501.0,-1.0
ydiV,1785563.0,1786277.0,-1.0
nlpC,1786523.0,1786988.0,-1.0
btuD,1787065.0,1787815.0,-1.0
btuE,1787814.0,1788366.0,-1.0
btuC,1788428.0,1789409.0,-1.0
ihfA,1789509.0,1789809.0,-1.0
pheT,1789813.0,1792201.0,-1.0
pheS,1792215.0,1793199.0,-1.0
pheM,1793482.0,1793527.0,-1.0
rplT,1793649.0,1794006.0,-1.0
rpmI,1794058.0,1794256.0,-1.0
infC,1794352.0,1794895.0,-1.0
thrS,1794898.0,1796827.0,-1.0
arpB,1797350.0,1799250.0,1.0
yniD,1799421.0,1799529.0,1.0
ydiY,1799581.0,1800340.0,-1.0
pfkB,1800626.0,1801556.0,1.0
ydiZ,1801656.0,1801947.0,1.0
yniA,1802052.0,1802913.0,1.0
yniB,1802953.0,1803490.0,-1.0
yniC,1803636.0,1804305.0,1.0
ydjM,1804467.0,1805058.0,1.0
ydjN,1805190.0,1806582.0,1.0
ydjO,1806585.0,1807389.0,-1.0
cedA,1807677.0,1807920.0,-1.0
katE,1808123.0,1810385.0,1.0
chbG,1810642.0,1811392.0,-1.0
chbF,1811404.0,1812757.0,-1.0
chbR,1812861.0,1813704.0,-1.0
chbA,1813711.0,1814062.0,-1.0
chbC,1814112.0,1815471.0,-1.0
chbB,1815555.0,1815876.0,-1.0
osmE,1816174.0,1816513.0,-1.0
nadE,1816714.0,1817542.0,1.0
cho,1817771.0,1818659.0,1.0
ves,1818618.0,1819194.0,-1.0
spy,1819396.0,1819882.0,-1.0
astE,1820211.0,1821180.0,-1.0
astB,1821172.0,1822516.0,-1.0
astD,1822512.0,1823991.0,-1.0
astA,1823987.0,1825022.0,-1.0
astC,1825018.0,1826239.0,-1.0
xthA,1826684.0,1827491.0,1.0
ydjX,1827657.0,1828368.0,1.0
ydjY,1828372.0,1829050.0,1.0
ydjZ,1829064.0,1829772.0,1.0
ynjA,1829771.0,1830320.0,1.0
ynjB,1830329.0,1831496.0,1.0
ynjC,1831468.0,1833004.0,1.0
ynjD,1833003.0,1833657.0,1.0
ynjE,1833723.0,1835031.0,1.0
ynjF,1835039.0,1835660.0,-1.0
nudG,1835746.0,1836154.0,1.0
ynjH,1836119.0,1836392.0,-1.0
gdhA,1836627.0,1837971.0,1.0
ynjI,1838087.0,1839128.0,-1.0
topB,1839255.0,1841217.0,-1.0
selD,1841221.0,1842265.0,-1.0
ydjA,1842381.0,1842933.0,-1.0
sppA,1843093.0,1844950.0,1.0
ansA,1845116.0,1846133.0,1.0
pncA,1846143.0,1846785.0,1.0
ydjE,1846877.0,1848236.0,-1.0
ydjF,1848352.0,1849111.0,-1.0
ydjG,1849247.0,1850228.0,-1.0
ydjH,1850237.0,1851185.0,-1.0
ydjI,1851189.0,1852026.0,-1.0
ydjJ,1852046.0,1853090.0,-1.0
ydjK,1853106.0,1854486.0,-1.0
ydjL,1854512.0,1855589.0,-1.0
yeaC,1855958.0,1856231.0,-1.0
msrB,1856272.0,1856686.0,-1.0
gapA,1857027.0,1858023.0,1.0
yeaD,1858106.0,1858991.0,1.0
yeaE,1859038.0,1859893.0,-1.0
mipA,1859982.0,1860729.0,-1.0
yeaG,1861164.0,1863099.0,1.0
yeaH,1863211.0,1864495.0,1.0
yeaI,1864641.0,1866117.0,1.0
yeaJ,1866297.0,1867788.0,1.0
yeaK,1867830.0,1868334.0,1.0
yoaI,1868334.0,1868439.0,-1.0
yeaL,1868608.0,1869055.0,1.0
yeaM,1869011.0,1869833.0,-1.0
yeaN,1869929.0,1871111.0,1.0
yeaO,1871165.0,1871513.0,1.0
yoaF,1871534.0,1871789.0,-1.0
yeaP,1871971.0,1872997.0,1.0
yoaK,1873029.0,1873128.0,1.0
yoaJ,1873130.0,1873205.0,1.0
yeaQ,1873263.0,1873512.0,-1.0
yoaG,1873659.0,1873842.0,-1.0
yeaR,1873845.0,1874205.0,-1.0
leuE,1874377.0,1875016.0,-1.0
dmlR,1875142.0,1876066.0,-1.0
dmlA,1876168.0,1877254.0,1.0
yeaV,1877444.0,1878890.0,1.0
yeaW,1878921.0,1880046.0,1.0
yeaX,1880101.0,1881067.0,1.0
rnd,1881120.0,1882248.0,-1.0
fadD,1882317.0,1884003.0,-1.0
yeaY,1884207.0,1884789.0,-1.0
tsaB,1884828.0,1885524.0,-1.0
yoaA,1885581.0,1887492.0,-1.0
yoaB,1887623.0,1887968.0,1.0
yoaC,1888389.0,1888689.0,1.0
yoaH,1888808.0,1888988.0,-1.0
pabB,1889061.0,1890423.0,1.0
nudL,1890426.0,1891005.0,1.0
sdaA,1891188.0,1892553.0,1.0
yoaD,1892683.0,1894282.0,1.0
yoaE,1894285.0,1895842.0,-1.0
manX,1896304.0,1897276.0,1.0
manY,1897338.0,1898139.0,1.0
manZ,1898151.0,1899003.0,1.0
yobD,1899057.0,1899516.0,1.0
mntP,1899944.0,1900511.0,1.0
rlmA,1900507.0,1901317.0,-1.0
cspC,1901482.0,1901692.0,-1.0
yobF,1901704.0,1901848.0,-1.0
yebO,1902517.0,1902805.0,-1.0
mgrB,1902879.0,1903023.0,-1.0
yobH,1903181.0,1903421.0,1.0
kdgR,1903564.0,1904356.0,-1.0
yebQ,1904532.0,1905906.0,1.0
htpX,1905951.0,1906833.0,-1.0
prc,1907024.0,1909073.0,-1.0
proQ,1909092.0,1909791.0,-1.0
msrC,1909887.0,1910385.0,-1.0
yebS,1910514.0,1911798.0,1.0
yebT,1911766.0,1914400.0,1.0
rsmF,1914479.0,1915919.0,1.0
yebV,1916036.0,1916273.0,1.0
yebW,1916377.0,1916569.0,1.0
pphA,1916569.0,1917226.0,-1.0
yebY,1917621.0,1917963.0,-1.0
yebZ,1917975.0,1918848.0,-1.0
yobA,1918851.0,1919226.0,-1.0
holE,1919364.0,1919595.0,1.0
yobB,1919696.0,1920353.0,1.0
exoX,1920376.0,1921039.0,1.0
ptrB,1921035.0,1923096.0,-1.0
yebE,1923304.0,1923964.0,-1.0
yebF,1924290.0,1924647.0,-1.0
yebG,1924713.0,1925004.0,-1.0
purT,1925137.0,1926316.0,1.0
eda,1926371.0,1927013.0,-1.0
edd,1927049.0,1928861.0,-1.0
zwf,1929095.0,1930571.0,-1.0
yebK,1930908.0,1931778.0,1.0
pykA,1931905.0,1933348.0,1.0
lpxM,1933478.0,1934450.0,-1.0
mepM,1934569.0,1935892.0,-1.0
znuA,1935907.0,1936840.0,-1.0
znuC,1936918.0,1937674.0,1.0
znuB,1937670.0,1938456.0,1.0
ruvB,1938602.0,1939613.0,-1.0
ruvA,1939621.0,1940233.0,-1.0
yobI,1940371.0,1940437.0,-1.0
yebB,1940507.0,1941110.0,1.0
ruvC,1941111.0,1941633.0,-1.0
yebC,1941667.0,1942408.0,-1.0
nudB,1942436.0,1942889.0,-1.0
aspS,1943006.0,1944779.0,-1.0
yecD,1945088.0,1945655.0,1.0
yecE,1945651.0,1946470.0,1.0
yecN,1946522.0,1946918.0,1.0
cmoA,1946958.0,1947702.0,1.0
cmoB,1947698.0,1948670.0,1.0
torZ,1948834.0,1951264.0,-1.0
torY,1951288.0,1952389.0,-1.0
cutC,1952776.0,1953523.0,-1.0
yecM,1953536.0,1954103.0,-1.0
argS,1954318.0,1956052.0,1.0
yecT,1956228.0,1956717.0,1.0
flhE,1956836.0,1957229.0,-1.0
flhA,1957228.0,1959307.0,-1.0
flhB,1959299.0,1960448.0,-1.0
cheZ,1960649.0,1961294.0,-1.0
cheY,1961304.0,1961694.0,-1.0
cheB,1961708.0,1962758.0,-1.0
cheR,1962760.0,1963621.0,-1.0
tap,1963639.0,1965241.0,-1.0
tar,1965286.0,1966948.0,-1.0
cheW,1967092.0,1967596.0,-1.0
cheA,1967616.0,1969581.0,-1.0
motB,1969585.0,1970512.0,-1.0
motA,1970508.0,1971396.0,-1.0
flhC,1971522.0,1972101.0,-1.0
flhD,1972103.0,1972454.0,-1.0
uspC,1973233.0,1973662.0,1.0
otsA,1973668.0,1975093.0,-1.0
otsB,1975067.0,1975868.0,-1.0
araH,1976034.0,1977021.0,-1.0
araG,1977035.0,1978550.0,-1.0
araF,1978619.0,1979609.0,-1.0
ftnB,1980405.0,1980909.0,1.0
yecJ,1980987.0,1981239.0,-1.0
azuC,1981353.0,1981440.0,-1.0
yecR,1981702.0,1982026.0,1.0
ftnA,1982196.0,1982694.0,1.0
yecH,1982731.0,1982971.0,-1.0
tyrP,1983161.0,1984373.0,1.0
yecA,1984434.0,1985100.0,-1.0
pgsA,1985749.0,1986298.0,-1.0
uvrC,1986354.0,1988187.0,-1.0
uvrY,1988183.0,1988840.0,-1.0
yecF,1989298.0,1989523.0,1.0
sdiA,1989590.0,1990313.0,-1.0
yecC,1990542.0,1991295.0,-1.0
yecS,1991291.0,1991960.0,-1.0
dcyD,1991974.0,1992961.0,-1.0
fliY,1993065.0,1993866.0,-1.0
fliZ,1993953.0,1994505.0,-1.0
fliA,1994550.0,1995270.0,-1.0
fliC,1995590.0,1997087.0,-1.0
fliD,1997352.0,1998759.0,1.0
fliS,1998783.0,1999194.0,1.0
fliT,1999193.0,1999559.0,1.0
amyA,1999636.0,2001124.0,1.0
yedD,2001157.0,2001571.0,-1.0
yedE,2001757.0,2002963.0,1.0
yedF,2002959.0,2003193.0,1.0
yedK,2003301.0,2003970.0,1.0
yedL,2004080.0,2004560.0,1.0
yedN,2004703.0,2005832.0,-1.0
intG,2005982.0,2006144.0,1.0
fliE,2006180.0,2006495.0,-1.0
fliF,2006709.0,2008368.0,1.0
fliG,2008360.0,2009356.0,1.0
fliH,2009348.0,2010035.0,1.0
fliI,2010034.0,2011408.0,1.0
fliJ,2011426.0,2011870.0,1.0
fliK,2011866.0,2012994.0,1.0
fliL,2013098.0,2013563.0,1.0
fliM,2013567.0,2014572.0,1.0
fliN,2014568.0,2014982.0,1.0
fliO,2014984.0,2015350.0,1.0
fliP,2015349.0,2016087.0,1.0
fliQ,2016096.0,2016366.0,1.0
fliR,2016373.0,2017159.0,1.0
rcsA,2017448.0,2018072.0,1.0
dsrB,2018115.0,2018304.0,-1.0
yodD,2018466.0,2018694.0,1.0
yedP,2018991.0,2019807.0,1.0
yedQ,2019803.0,2021498.0,-1.0
yodC,2021668.0,2021851.0,-1.0
yedI,2021929.0,2022847.0,-1.0
yedA,2023019.0,2023940.0,1.0
vsr,2023928.0,2024399.0,-1.0
dcm,2024379.0,2025798.0,-1.0
yedJ,2025864.0,2026560.0,-1.0
yedR,2026599.0,2026965.0,-1.0
yedS,2027531.0,2028724.0,1.0
hchA,2029315.0,2030167.0,1.0
yedV,2030274.0,2031633.0,-1.0
yedW,2031632.0,2032304.0,-1.0
hiuH,2032436.0,2032850.0,1.0
yedY,2032958.0,2033963.0,1.0
yedZ,2033963.0,2034599.0,1.0
zinT,2034855.0,2035506.0,1.0
yodB,2035848.0,2036379.0,1.0
mtfA,2037131.0,2037929.0,1.0
yeeJ,2038418.0,2045495.0,1.0
yeeL,2045756.0,2046809.0,-1.0
shiA,2047123.0,2048440.0,1.0
amn,2048541.0,2049996.0,1.0
yeeN,2050338.0,2051055.0,1.0
yeeO,2051683.0,2053171.0,-1.0
cbl,2053444.0,2054395.0,-1.0
nac,2054496.0,2055414.0,-1.0
ldtA,2055871.0,2056804.0,-1.0
cobT,2056868.0,2057948.0,-1.0
cobS,2057959.0,2058703.0,-1.0
cobU,2058699.0,2059245.0,-1.0
yeeH,2059548.0,2059635.0,-1.0
yoeG,2060840.0,2061373.0,-1.0
yoeH,2061741.0,2061900.0,-1.0
yoeA,2062115.0,2063955.0,1.0
yeeP,2064140.0,2064692.0,1.0
flu,2065019.0,2068139.0,1.0
yeeR,2068259.0,2069792.0,1.0
yeeS,2069788.0,2070235.0,1.0
yeeT,2070297.0,2070519.0,1.0
cbeA,2070592.0,2070961.0,1.0
cbtA,2071049.0,2071424.0,1.0
yeeW,2071420.0,2071588.0,1.0
yoeD,2072029.0,2072158.0,-1.0
yoeF,2072226.0,2072412.0,1.0
yeeX,2072512.0,2072842.0,-1.0
yeeA,2073013.0,2074072.0,-1.0
sbmC,2074269.0,2074743.0,-1.0
dacD,2074861.0,2076028.0,-1.0
sbcB,2076236.0,2077664.0,1.0
yeeD,2077706.0,2077934.0,-1.0
yeeE,2077947.0,2079006.0,-1.0
plaP,2079184.0,2080543.0,-1.0
yoeI,2080532.0,2080595.0,-1.0
yeeY,2080809.0,2081739.0,-1.0
yeeZ,2081784.0,2082609.0,-1.0
yoeB,2082691.0,2082946.0,-1.0
yefM,2082942.0,2083194.0,-1.0
hisL,2083476.0,2083527.0,1.0
hisG,2083672.0,2084572.0,1.0
hisD,2084577.0,2085882.0,1.0
hisC,2085878.0,2086949.0,1.0
hisB,2086948.0,2088016.0,1.0
hisH,2088015.0,2088606.0,1.0
hisA,2088605.0,2089343.0,1.0
hisF,2089324.0,2090101.0,1.0
hisI,2090094.0,2090706.0,1.0
wzzB,2090801.0,2091782.0,-1.0
ugd,2091927.0,2093094.0,-1.0
gnd,2093342.0,2094749.0,-1.0
wbbL,2094876.0,2096870.0,-1.0
wbbK,2096871.0,2097990.0,-1.0
wbbJ,2097974.0,2098565.0,-1.0
wbbI,2098545.0,2099538.0,-1.0
wbbH,2099540.0,2100707.0,-1.0
glf,2100706.0,2101810.0,-1.0
wzxB,2101817.0,2103065.0,-1.0
rfbC,2103061.0,2103619.0,-1.0
rfbA,2103618.0,2104500.0,-1.0
rfbD,2104557.0,2105457.0,-1.0
rfbB,2105456.0,2106542.0,-1.0
wcaN,2106914.0,2107808.0,-1.0
wcaM,2107982.0,2109377.0,-1.0
wcaL,2109387.0,2110608.0,-1.0
wcaK,2110604.0,2111885.0,-1.0
wzxC,2112160.0,2113639.0,-1.0
wcaJ,2113640.0,2115035.0,-1.0
cpsG,2115089.0,2116460.0,-1.0
cpsB,2116564.0,2118001.0,-1.0
wcaI,2118003.0,2119227.0,-1.0
wcaH,2119223.0,2119703.0,-1.0
wcaG,2119705.0,2120671.0,-1.0
gmd,2120673.0,2121795.0,-1.0
wcaF,2121820.0,2122369.0,-1.0
wcaE,2122384.0,2123131.0,-1.0
wcaD,2123141.0,2124359.0,-1.0
wcaC,2124333.0,2125551.0,-1.0
wcaB,2125547.0,2126036.0,-1.0
wcaA,2126038.0,2126878.0,-1.0
wzc,2126970.0,2129133.0,-1.0
wzb,2129135.0,2129579.0,-1.0
wza,2129584.0,2130724.0,-1.0
yegH,2131382.0,2132966.0,1.0
asmA,2133239.0,2135093.0,-1.0
dcd,2135114.0,2135696.0,-1.0
udk,2135787.0,2136429.0,-1.0
yegE,2136746.0,2140064.0,1.0
alkA,2140172.0,2141021.0,-1.0
yegD,2141154.0,2142507.0,1.0
yegI,2142519.0,2144466.0,-1.0
yegJ,2144665.0,2145127.0,1.0
yegK,2145191.0,2145953.0,-1.0
yegL,2145949.0,2146609.0,-1.0
ibsA,2146829.0,2146889.0,-1.0
ibsB,2147161.0,2147218.0,-1.0
mdtA,2147496.0,2148744.0,1.0
mdtB,2148743.0,2151866.0,1.0
mdtC,2151866.0,2154944.0,1.0
mdtD,2154944.0,2156360.0,1.0
baeS,2156356.0,2157760.0,1.0
baeR,2157756.0,2158479.0,1.0
yegP,2158669.0,2159002.0,1.0
yegQ,2159148.0,2160510.0,1.0
ogrK,2160782.0,2161001.0,-1.0
yegZ,2161082.0,2161295.0,-1.0
yegR,2161469.0,2161787.0,-1.0
yegS,2162192.0,2163092.0,1.0
gatR,2163173.0,2165208.0,-1.0
gatD,2165313.0,2166354.0,-1.0
gatC,2166401.0,2167757.0,-1.0
gatB,2167760.0,2168045.0,-1.0
gatA,2168075.0,2168528.0,-1.0
gatZ,2168537.0,2169800.0,-1.0
gatY,2169828.0,2170683.0,-1.0
fbaB,2170990.0,2172043.0,-1.0
yegT,2172299.0,2173577.0,1.0
yegU,2173573.0,2174578.0,1.0
yegV,2174574.0,2175540.0,1.0
yegW,2175513.0,2176260.0,-1.0
yegX,2176311.0,2177130.0,-1.0
thiD,2177194.0,2177995.0,-1.0
thiM,2177991.0,2178780.0,-1.0
rcnR,2179002.0,2179275.0,-1.0
rcnA,2179395.0,2180220.0,1.0
rcnB,2180438.0,2180777.0,1.0
yehA,2180858.0,2181893.0,-1.0
yehB,2181908.0,2184389.0,-1.0
yehC,2184404.0,2185124.0,-1.0
yehD,2185158.0,2185701.0,-1.0
yehE,2185993.0,2186275.0,-1.0
mrp,2186537.0,2187647.0,-1.0
metG,2187778.0,2189812.0,1.0
yehH,2189952.0,2193748.0,1.0
yehI,2193757.0,2197390.0,1.0
yehK,2197450.0,2197768.0,1.0
yehL,2198074.0,2199163.0,1.0
yehM,2199173.0,2201453.0,1.0
yehP,2201445.0,2202582.0,1.0
yehQ,2202578.0,2204579.0,1.0
yehR,2204703.0,2205165.0,1.0
yehS,2205204.0,2205675.0,-1.0
yehT,2205721.0,2206441.0,-1.0
yehU,2206437.0,2208123.0,-1.0
mlrA,2208344.0,2209076.0,1.0
yohO,2209135.0,2209243.0,1.0
yehW,2209223.0,2209955.0,-1.0
yehX,2209959.0,2210886.0,-1.0
yehY,2210878.0,2212036.0,-1.0
osmF,2212042.0,2212960.0,-1.0
bglX,2213170.0,2215468.0,-1.0
dld,2215663.0,2217379.0,1.0
pbpG,2217416.0,2218349.0,-1.0
yohC,2218522.0,2219110.0,-1.0
yohD,2219279.0,2219858.0,1.0
yohF,2219987.0,2220749.0,-1.0
mdtQ,2220801.0,2222237.0,-1.0
yohP,2222460.0,2222544.0,1.0
dusC,2222916.0,2223864.0,-1.0
yohJ,2224102.0,2224501.0,1.0
yohK,2224497.0,2225193.0,1.0
cdd,2225322.0,2226207.0,1.0
sanA,2226356.0,2227076.0,1.0
yeiS,2227078.0,2227318.0,1.0
preT,2227511.0,2228750.0,1.0
preA,2228743.0,2229979.0,1.0
mglC,2230221.0,2231232.0,-1.0
